sample_id,gas_class,concentration,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99,sensor_100,sensor_101,sensor_102,sensor_103,sensor_104,sensor_105,sensor_106,sensor_107,sensor_108,sensor_109,sensor_110,sensor_111,sensor_112,sensor_113,sensor_114,sensor_115,sensor_116,sensor_117,sensor_118,sensor_119,sensor_120,sensor_121,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_127
152,1,12492.5899,1.555667,2.657595,3.642192,4.552759,-2.093809,-2.630232,-7.623757,9936.7051,1.430262,2.333357,3.137378,3.992413,-1.98313,-2.534767,-3.288253,18522.9944,9.532341,5.282983,8.359063,8.85719,-4.278018,-6.126047,-7.152388,17400.1611,9.381797,4.841288,7.764009,8.465403,-4.001806,-5.715187,-6.571787,2501.893,3.230306,0.846953,1.628598,2.040282,-0.67544,-1.146687,-1.615128,2893.3273,3.434633,0.978464,1.882756,2.205825,-0.776861,-1.284478,-1.687875,16295.107,11.311941,5.628464,9.703041,10.407558,-4.396363,-7.112132,-8.059255,16513.6091,11.868334,5.667425,9.945546,10.791988,-4.489915,-7.307574,-8.380151,9858.4922,1.511458,2.378135,3.175148,3.80731,-2.011597,-2.516882,-3.715438,9468.2539,1.474558,1.900069,2.549105,3.387107,-1.521076,-1.936421,-3.741334,20842.812,9.992463,5.91962,9.413023,9.992466,-4.761304,-6.704877,-7.306216,12954.7065,9.348746,3.83393,6.31047,6.878316,-3.118349,-4.4619,-4.973754,2815.2118,3.364847,0.973714,1.945146,2.411164,-0.763112,-1.313162,-1.853622,3234.2759,3.448036,1.129709,2.175521,2.588907,-0.870145,-1.506417,-1.992672,18258.0484,13.004482,6.37506,11.087591,11.785096,-5.013227,-8.46047,-9.326124,15189.1114,11.79431,5.35814,9.467978,10.161841,-4.161639,-6.958834,-7.980049
153,1,13264.6445,1.54297,3.417505,4.744795,5.868657,-2.770505,-3.357221,-4.479691,13229.6543,1.605274,3.18984,4.120066,5.201883,-2.666932,-3.209154,-4.417835,26657.6933,13.414321,7.424077,12.079725,12.798804,-6.533711,-9.550262,-10.25048,25092.5733,12.619112,6.904281,11.122702,11.971776,-6.071183,-8.708425,-9.475202,3457.9239,4.100912,1.103586,2.397843,2.976827,-0.970133,-1.618332,-2.137151,4050.2673,4.314681,1.293134,2.697504,3.249426,-1.127433,-1.859481,-2.27228,22757.7565,15.529953,7.833003,14.695548,15.935091,-6.432853,-10.702609,-11.403358,23486.7812,15.590257,8.045748,14.822906,16.022436,-6.607589,-10.808456,-11.444359,13771.7539,1.777708,3.34464,4.330988,5.188119,-2.758676,-3.337349,-4.02897,10053.5586,1.466037,2.460307,3.393346,4.26174,-2.073598,-2.492827,-3.895181,30159.8808,13.487887,8.443469,13.334315,14.056533,-7.255877,-10.369499,-11.076721,18361.7825,13.219988,5.24118,9.098285,9.81797,-4.646729,-6.849329,-7.533083,3910.7331,4.184986,1.26666,2.824587,3.446826,-1.100057,-1.857275,-2.23444,4427.9971,4.43154,1.459513,3.307539,3.943518,-1.245184,-2.172514,-2.619849,26151.2058,17.111337,9.248815,17.008962,19.495964,-7.396074,-12.147438,-13.120916,21264.059,16.32802,7.538645,14.509334,15.619048,-6.073955,-10.125862,-10.899864
154,1,2492.3047,1.105502,0.237609,0.385293,3.224831,-0.479427,-0.764729,-2.358658,1885.2989,1.085501,0.216286,0.371366,2.221608,-0.445178,-0.652046,-2.207208,5138.3101,3.840018,0.450997,0.569114,0.975204,-0.802311,-1.073954,-1.594638,4896.5866,3.741079,0.42389,0.541373,0.877462,-0.767242,-1.042544,-1.458867,731.9951,1.658081,0.094743,0.184044,0.585042,-0.167213,-0.321022,-0.806807,854.2355,1.715862,0.110883,0.177281,0.594135,-0.180959,-0.296384,-0.695575,4685.9122,4.535615,0.49929,0.657399,0.977549,-0.905555,-1.338693,-1.896635,4779.0258,4.619549,0.4965,0.666218,2.383014,-0.910817,-1.343301,-1.838447,1860.9824,1.101901,0.196689,0.323005,1.686962,-0.4402,-0.732861,-1.613996,1828.5371,1.087077,0.179299,0.340022,1.724784,-0.387755,-0.947228,-1.909418,5876.5909,3.980105,0.509112,0.625776,1.070439,-0.906405,-1.209813,-1.703348,3634.7047,3.806834,0.364156,0.466908,0.841384,-0.630141,-0.85527,-1.233601,854.6657,1.715489,0.116031,0.209288,0.646802,-0.183375,-0.306582,-0.792393,1002.4415,1.780368,0.130677,0.198319,1.676415,-0.2104,-0.379992,-0.842678,5249.8341,5.017332,0.528063,0.693091,1.071051,-0.998227,-1.511576,-1.915383,4413.9355,4.822635,0.475546,0.625181,1.144985,-0.857938,-1.303247,-1.789112
155,1,8448.8867,1.359072,2.056028,2.762535,3.668196,-1.673698,-2.170188,-3.163816,7999.293,1.367224,1.839793,2.419051,3.489015,-1.537922,-2.057901,-3.145373,14339.6226,8.097329,3.810603,5.648471,6.151168,-3.080838,-4.33657,-4.944692,13428.9603,7.748458,3.513942,5.238682,5.706573,-2.892252,-4.065214,-4.660366,1976.7076,2.772623,0.641113,1.155109,1.514947,-0.507271,-0.835849,-1.194312,2263.9115,2.886547,0.73868,1.296488,1.707138,-0.58605,-0.969369,-1.386297,12845.5298,9.593161,4.038341,6.475424,7.125343,-3.243644,-5.17693,-5.747863,12965.3625,9.67707,4.071505,6.545498,7.058512,-3.299566,-5.373132,-6.06522,8055.9492,1.44686,1.854333,2.410941,2.995894,-1.547684,-1.968876,-2.944893,6180.4629,1.295419,1.445677,1.941055,2.772758,-1.192664,-2.076031,-2.938509,16122.5613,8.251113,4.32312,6.381039,6.959298,-3.441289,-4.804656,-5.316848,10032.3868,8.03104,2.759377,4.260404,4.641544,-2.271492,-3.200681,-3.696534,2204.7011,2.831595,0.73765,1.342527,1.840454,-0.576088,-0.989705,-1.372057,2597.8648,3.004546,0.861984,1.561961,2.019542,-0.65953,-1.110671,-1.619819,14363.4246,10.537156,4.604405,7.307981,7.86598,-3.703447,-6.153205,-6.878359,12026.2606,10.081208,3.857886,6.299375,6.803197,-3.085485,-5.045495,-5.738804
156,1,12658.2285,1.540899,3.107417,4.169064,5.744335,-2.523292,-3.084364,-4.221507,12165.4004,1.554944,2.856871,3.718392,4.493748,-2.373556,-2.894059,-4.363668,22746.4527,11.804831,6.430545,10.224117,10.80989,-5.354242,-7.714805,-8.41685,21109.0637,11.226811,5.893141,9.434635,10.058194,-4.975928,-7.1985,-11.988629,3016.6191,3.700785,0.9806,1.98258,2.339491,-0.816817,-1.348452,-1.641693,3461.4721,3.880569,1.13543,2.292633,2.749269,-0.954578,-1.57841,-1.920871,19858.1292,13.774451,6.807176,12.057501,12.935882,-5.421567,-8.808391,-9.511995,20134.82,14.045354,6.886098,12.271456,13.201375,-5.619525,-9.292488,-10.127803,12306.0196,1.674558,2.971407,4.008668,7.116733,-2.409615,-2.93533,-3.828785,9368.0547,1.448983,2.228991,2.892696,3.687947,-1.834969,-2.249433,-3.161858,25411.2061,11.99038,7.24473,11.472575,12.108791,-5.943142,-8.502586,-9.536146,15677.7371,11.589745,4.527724,7.511714,8.102203,-3.813675,-5.537196,-6.039597,3349.7629,3.779102,1.121656,2.391658,3.044016,-0.929015,-1.615269,-1.993716,3900.1053,3.991622,1.30224,2.733612,3.230987,-1.046101,-1.801958,-2.156115,22434.0481,15.333239,7.952112,14.178479,15.248533,-6.324241,-10.85314,-11.821997,18618.2061,14.45967,6.569492,12.068774,13.137301,-5.168671,-8.751303,-9.566138
157,1,18898.8984,1.803377,5.033374,8.405097,9.838772,-3.673975,-4.480773,-4.667006,19432.2031,1.880207,4.628983,6.715356,7.856968,-3.681881,-4.533839,-4.704124,45605.2979,22.761589,11.331786,19.554149,20.914998,-12.638106,-20.73422,-19.624049,41806.3449,21.434429,10.34393,18.077341,19.324786,-11.605611,-18.80325,-19.062448,5711.6508,6.147001,1.551027,3.744246,4.804935,-1.798593,-3.03579,-3.524782,6575.7081,6.529436,1.817906,4.408901,5.410887,-2.112731,-3.59827,-3.955506,37646.6258,25.685629,11.547401,23.566914,26.372549,-11.7479,-19.187254,-20.32274,38659.6146,26.57073,11.87115,24.322971,27.379545,-12.398869,-20.54575,-21.900095,20017.8906,2.090974,4.745104,6.478901,7.337354,-3.82481,-4.760194,-14.169648,15265.7559,1.730229,3.558123,5.282807,6.395866,-2.97033,-3.508786,-10.535896,50041.6193,22.854903,12.614641,21.730939,23.052923,-13.835029,-22.609697,-21.966674,31099.1988,22.199683,7.741562,14.322231,15.680496,-8.726508,-14.259879,-13.6493,6341.7665,6.318132,1.771544,4.62733,5.799664,-2.062298,-3.716733,-4.199284,7231.0551,6.602909,2.022458,5.179223,6.519267,-2.285433,-4.033079,-4.493934,43498.4435,29.417987,13.975151,27.828599,30.613317,-13.975374,-24.899293,-26.906512,35541.4953,27.147557,11.390475,22.979025,25.370384,-11.204805,-19.117642,-20.576762
158,1,18887.9141,1.80391,4.963548,8.562822,9.646414,-3.643358,-4.328996,-5.665986,19414.5977,1.880945,4.640239,6.57405,8.88119,-3.631771,-4.338447,-5.315642,45780.6787,22.524056,11.200764,18.814242,20.105895,-12.240122,-18.455805,-21.188347,42009.5244,21.199362,10.282623,17.551101,18.79994,-11.284442,-16.912646,-18.620223,5705.3402,6.093322,1.527746,3.73024,5.313699,-1.722241,-3.024286,-3.415885,6528.0984,6.428864,1.783077,4.387123,5.382203,-2.012386,-3.617512,-5.109957,37726.0527,25.556516,11.390962,22.876576,25.494821,-11.28946,-19.270103,-20.620538,38420.3882,26.164457,11.660354,23.625647,26.324966,-11.864391,-20.771312,-22.369337,19861.2383,2.076814,4.75888,6.288469,7.079938,-3.760493,-4.511942,-5.699458,15168.2754,1.72411,3.538241,5.406002,5.938356,-2.921779,-3.464373,-4.754186,50204.3098,22.66486,12.430721,20.867638,22.189284,-13.409401,-19.857534,-21.462908,31330.3818,22.141095,7.746502,14.088766,15.55045,-8.448451,-12.526026,-13.445692,6292.478,6.224929,1.734975,4.591961,5.644423,-1.96842,-3.740625,-4.243608,7224.8013,6.547178,1.997864,5.112229,6.251776,-2.178845,-4.026815,-4.668694,43156.1065,28.937294,13.652982,26.521837,29.077905,-13.609147,-24.853488,-26.935847,35560.9074,26.985042,11.241425,22.221427,24.616095,-10.923228,-19.242427,-20.476446
159,1,4535.5762,1.20908,1.00828,1.408911,2.653613,-0.893963,-1.199742,-2.281015,4002.043,1.191094,0.870192,1.273469,2.597862,-0.810891,-1.101737,-2.202108,8480.5283,6.109455,1.67346,2.197645,2.504806,-1.504893,-2.049241,-2.901569,7990.9799,5.897883,1.539561,2.005314,2.580298,-1.42871,-2.004902,-2.516321,1253.7785,2.131674,0.317021,0.479617,0.839975,-0.284796,-0.46097,-0.840002,1457.146,2.224458,0.371159,0.556631,0.908405,-0.335389,-0.541002,-0.951982,7738.6595,7.64713,1.747129,2.371067,2.876514,-1.652409,-2.496263,-3.018721,7884.046,7.820703,1.760317,2.402038,2.831976,-1.718904,-2.657376,-3.368622,4157.7519,1.243303,0.863519,1.110385,2.023173,-0.818151,-1.075832,-2.23216,3331.6758,1.171662,0.715966,0.960917,2.520614,-0.626981,-0.937869,-1.830484,9566.1849,6.317361,1.895405,2.466663,3.002459,-1.690323,-2.327392,-2.801026,5945.3364,6.080182,1.231204,1.634712,1.998029,-1.140657,-1.604045,-2.291746,1437.0936,2.209679,0.369055,0.565888,1.132097,-0.330243,-0.603174,-1.357788,1691.6663,2.323094,0.428452,0.631756,1.005193,-0.377728,-0.602385,-0.98759,8651.8442,8.661753,1.943009,2.631075,3.163151,-1.884475,-2.950022,-3.487154,7229.0354,8.231106,1.648871,2.269563,2.583456,-1.560025,-2.422975,-2.886942
160,1,7377.4824,1.337198,1.740896,2.275561,3.611042,-1.474404,-1.893701,-6.566572,6747.1328,1.326987,1.556562,2.012138,3.034259,-1.353048,-1.69481,-4.647239,12746.5161,7.06161,3.239005,4.602529,5.054542,-2.640893,-3.655947,-4.177768,12068.3496,6.800152,2.996,4.26825,4.72055,-2.492991,-3.438255,-4.286108,1828.9205,2.571501,0.564903,0.963337,1.359301,-0.461066,-0.737186,-1.591534,2140.7,2.700408,0.658656,1.111679,1.436746,-0.542496,-0.843621,-1.282607,11619.2211,8.488084,3.439254,5.192275,5.631322,-2.869959,-4.446192,-5.090353,11917.1997,8.621385,3.477243,5.309085,5.707981,-2.968954,-4.516731,-5.269954,6873.7422,1.408941,1.574574,2.008464,2.942608,-1.380375,-1.729943,-2.706695,5332.6758,1.271329,1.216652,1.62239,2.539724,-1.051971,-1.331923,-2.27185,14482.5908,7.188942,3.687632,5.216565,5.707958,-2.962035,-4.062331,-4.696324,8896.8105,7.094986,2.339788,3.475083,3.830278,-1.952786,-2.737185,-3.303046,2090.2339,2.652194,0.657649,1.143632,1.582914,-0.529267,-0.863645,-1.259457,2422.2092,2.791124,0.760902,1.326834,1.706599,-0.602631,-0.989143,-1.315214,13142.2855,9.301849,3.893044,5.849641,6.326951,-3.275482,-5.194847,-5.845777,10848.848,8.922591,3.25373,5.03957,5.450281,-2.716595,-4.375148,-4.894678
161,1,4613.2324,1.212036,0.888957,1.567979,2.143152,-0.879786,-1.179752,-2.551819,4500.7579,1.22364,0.793838,1.397637,2.869223,-0.794023,-1.070754,-5.557246,8160.6858,4.811031,1.764643,2.396961,2.784381,-1.543691,-2.119872,-2.739369,7712.0916,4.62018,1.656654,2.249604,2.681326,-1.466235,-2.008312,-3.768415,1168.1134,2.028376,0.319086,0.534185,0.921978,-0.283664,-0.45072,-0.919535,1343.4758,2.083462,0.372115,0.670945,1.754759,-0.33078,-0.52517,-0.803863,7458.0571,5.77695,1.853997,2.786485,3.256242,-1.704258,-2.562673,-3.075242,7551.8665,5.767149,1.897183,2.826889,3.198722,-1.734766,-2.651788,-3.139425,4546.2266,1.278905,0.796366,0.998296,2.073366,-0.809984,-1.236752,-1.90083,3320.1348,1.170076,0.627668,0.842947,2.131308,-0.635003,-0.849659,-1.793239,9280.0081,4.86732,2.028108,2.771084,3.202358,-1.744509,-2.371038,-2.922683,5738.9989,4.877048,1.31558,1.880796,2.182233,-1.173674,-1.613933,-2.058923,1325.0475,2.062079,0.376665,0.63192,0.979588,-0.327486,-0.541575,-0.944069,1574.1776,2.190749,0.436535,0.724565,1.139311,-0.375839,-0.594309,-1.588337,8321.6067,6.15542,2.068631,3.060264,3.404447,-1.922511,-2.991192,-3.71222,6976.3909,6.038069,1.748749,2.677076,3.202096,-1.620723,-2.517413,-2.956915
162,1,7163.7617,1.326589,1.760177,2.358551,3.267391,-1.479128,-1.905867,-7.308617,6315.8457,1.304119,1.583278,2.066492,5.164868,-1.350021,-1.710188,-2.851898,12690.1731,7.04578,3.389057,5.101994,5.631033,-2.654302,-3.699887,-6.300999,12020.8223,6.82713,3.140979,4.678187,5.079837,-2.506199,-3.496563,-4.029196,1774.1624,2.578173,0.577711,1.053571,1.523222,-0.451347,-0.726595,-1.065525,2082.1693,2.719288,0.671908,1.227093,1.616801,-0.527497,-0.835485,-1.15916,11421.0889,8.382086,3.557204,5.850541,6.334121,-2.840625,-4.407244,-5.100561,11717.6212,8.586518,3.634013,5.985706,6.446015,-2.91645,-4.532644,-5.148762,6508.5039,1.383774,1.609302,2.053572,2.895162,-1.376189,-1.741988,-2.562063,5295.0039,1.270178,1.237316,1.608252,3.644932,-1.065129,-1.362077,-2.335233,14474.1577,7.218897,3.87661,5.681298,6.302719,-2.992113,-4.103024,-4.730689,8832.6375,7.058119,2.449451,3.819878,4.234884,-1.95815,-2.780044,-3.29937,2033.7552,2.668313,0.674733,1.272751,1.632608,-0.517802,-0.873799,-1.272473,2342.4454,2.790229,0.778853,1.450882,1.893305,-0.589585,-0.981586,-1.34846,12937.4111,9.240558,4.081986,6.616426,7.131091,-3.240133,-5.189044,-5.714705,10668.1158,8.751284,3.392886,5.702236,6.250977,-2.691395,-4.312621,-4.772193
163,1,4108.9668,1.188958,0.88816,1.173844,2.235801,-0.884622,-1.180877,-2.446444,4409.4141,1.214058,0.789558,1.071647,2.978511,-0.806825,-1.089446,-2.045482,8384.292,5.081637,1.717338,2.287581,2.701699,-1.562825,-2.112239,-2.726865,7820.4206,4.851834,1.611728,2.152347,2.444114,-1.481714,-2.057682,-2.575982,1186.5253,2.058295,0.300624,0.517746,0.783622,-0.283458,-0.469231,-1.005174,1348.1632,2.113393,0.35347,0.56899,0.909515,-0.330131,-0.53395,-1.035207,7672.2017,6.04153,1.792783,2.690842,2.978546,-1.71837,-2.589686,-3.052653,7675.5842,6.043036,1.826097,2.792236,3.20485,-1.74987,-2.71593,-3.12038,4467.4863,1.265952,0.778684,0.980332,1.893208,-0.804669,-1.041779,-1.978835,2782.6933,1.143126,0.620708,0.850089,2.072273,-0.625764,-0.856681,-1.872817,9408.4612,5.123156,1.982256,2.604407,3.002345,-1.762357,-2.398281,-3.073057,5881.8565,5.089283,1.281933,1.839101,2.162627,-1.184825,-1.624834,-2.107365,1325.3587,2.087207,0.357948,0.584819,0.887936,-0.32661,-0.545151,-0.861994,1609.9368,2.235512,0.41086,0.688635,1.004305,-0.377064,-0.60328,-1.053358,8434.87,6.454987,1.993071,2.916436,3.26705,-1.936547,-3.035698,-3.46868,7160.0401,6.315157,1.695818,2.614603,3.124859,-1.634012,-2.534444,-4.693185
164,1,7816.6308,1.364801,1.761146,2.362786,3.435084,-1.469568,-1.87716,-5.462588,7024.1367,1.336921,1.564437,2.657224,3.057207,-1.347301,-1.701886,-2.683688,12820.8525,7.072846,3.372591,4.904804,5.336712,-2.662259,-3.67979,-4.263589,12014.6933,6.828173,3.108812,4.580436,5.015052,-2.508729,-3.496191,-4.124349,1782.7323,2.59064,0.561236,0.996378,1.251913,-0.45122,-0.712871,-1.018344,2056.3723,2.70692,0.658234,1.156431,1.554316,-0.524945,-0.848541,-1.324024,11503.7619,8.377509,3.547376,5.691897,6.393286,-2.845439,-4.402351,-5.485636,11643.1613,8.569121,3.571557,5.808061,6.37265,-2.919075,-4.612921,-5.924808,7111.7246,1.417387,1.583912,2.049401,2.75541,-1.362523,-1.730307,-2.535295,5805.0977,1.304911,1.235789,1.655763,2.553158,-1.063898,-1.402325,-2.520016,14490.0711,7.249626,3.844283,5.598884,6.122307,-2.995658,-4.118723,-4.974808,8916.9617,7.04673,2.435222,3.739657,4.205527,-1.957556,-2.914627,-3.201047,2007.4187,2.660931,0.650469,1.208416,1.652465,-0.51454,-0.864296,-1.191453,2351.6292,2.796105,0.75805,1.37118,1.799795,-0.58669,-0.95041,-1.379908,12867.9995,9.205454,4.020948,6.461791,6.951799,-3.250569,-5.292345,-5.935056,10742.953,8.748683,3.381114,5.54178,6.178909,-2.699833,-4.351357,-4.949228
165,1,5046.6367,1.23292,1.287478,1.710502,3.6733,-1.063643,-1.388495,-2.581196,4908.6348,1.223018,1.095582,1.39845,2.763855,-0.90727,-1.211262,-2.562924,8133.8793,5.755428,1.86196,2.566528,2.981375,-1.455097,-1.985887,-2.579261,7467.9205,5.515612,1.709171,2.390471,2.736781,-1.351002,-1.870772,-2.268523,1133.9632,2.044309,0.343065,0.539494,0.844879,-0.261869,-0.408428,-0.824074,1280.3092,2.110744,0.392567,0.626058,0.8951,-0.30033,-0.490455,-0.962842,7318.4651,7.346971,1.948767,2.883855,3.325809,-1.593898,-2.380074,-2.847209,7288.6153,7.579977,1.953265,2.92084,3.373214,-1.611278,-2.519635,-3.055264,5192.8653,1.290916,1.088741,1.433826,2.513879,-0.900663,-1.201912,-2.691274,3973.9687,1.206543,0.909718,1.19562,2.410464,-0.753845,-1.015453,-2.093464,9008.9831,5.901722,2.107692,2.893848,3.533331,-1.608833,-2.190175,-2.707721,5634.1294,5.74011,1.376649,1.978848,2.419014,-1.088715,-1.513766,-1.919648,1274.5033,2.109799,0.401246,0.651891,0.965604,-0.298393,-0.510475,-0.917813,1544.1852,2.230412,0.465986,0.722409,1.108277,-0.348534,-0.530019,-1.066954,8078.4303,8.465849,2.161537,3.212379,3.604734,-1.789405,-2.84797,-3.375241,6872.9199,7.988989,1.854055,2.772242,3.114566,-1.506536,-2.25879,-2.714122
166,1,6895.8262,1.292066,1.915421,2.45524,3.455403,-1.742368,-2.390491,-3.414587,7662.961,1.34043,1.691582,2.115439,3.264074,-1.550657,-1.978363,-3.358743,12499.9882,7.531149,2.916967,3.743307,4.183108,-2.602311,-3.586749,-4.213887,11434.4358,7.123124,2.656096,3.44194,3.771786,-2.418835,-3.420962,-3.921853,1728.5177,2.578181,0.474566,0.743012,1.041595,-0.43791,-0.683742,-1.079386,1931.4665,2.637322,0.539919,0.854283,1.183547,-0.505829,-0.858661,-1.314217,11325.3096,9.365518,2.965553,4.196917,4.62265,-2.806462,-4.254672,-4.925859,11225.8991,9.403919,2.956374,4.184464,4.551873,-2.887257,-4.650257,-5.437511,7954.4747,1.436306,1.711419,2.108641,3.041372,-1.552964,-1.946268,-4.036671,5102.9473,1.247525,1.351087,1.70713,2.607884,-1.234731,-1.583492,-2.692788,13799.5419,7.552717,3.309576,4.25122,4.700046,-2.892745,-4.062581,-4.793625,8641.6188,7.504902,2.048708,2.786253,3.172381,-1.89898,-2.656972,-3.050334,1900.9552,2.608683,0.539,0.898849,1.291791,-0.499676,-0.893955,-1.28044,2312.258,2.817889,0.636966,1.00324,1.391584,-0.571709,-0.876769,-1.135648,12485.8076,10.329577,3.366572,4.622921,5.211082,-3.235379,-5.480641,-7.437083,10608.7999,9.943796,2.811901,3.955882,4.3267,-2.656631,-4.072856,-4.587947
167,1,5707.8632,1.285414,1.054753,1.559597,4.055678,-1.096329,-1.43804,-2.680308,4962.7441,1.230847,0.899372,1.290888,3.460132,-0.970088,-1.339993,-2.618437,8420.4926,4.869317,1.724418,2.703627,3.112181,-1.606348,-2.224942,-2.758756,7703.8103,4.743037,1.574058,2.380559,2.52958,-1.495292,-2.077302,-2.504978,1180.9419,2.057109,0.299458,0.496894,1.033161,-0.287629,-0.466303,-1.136791,1312.0131,2.111056,0.332626,0.542385,1.408549,-0.32704,-0.541913,-0.928454,7722.4571,5.944233,1.830555,2.628403,3.162179,-1.775563,-2.750236,-3.282807,7579.5361,6.068957,1.793963,2.62998,4.314764,-1.80403,-2.829277,-3.456069,4975.4316,1.281564,0.902685,1.206942,3.521079,-0.975851,-1.24649,-1.999314,4031.5625,1.22063,0.740839,1.045731,3.014904,-0.792791,-1.146828,-2.375593,9277.426,4.969208,1.92805,2.958025,2.882709,-1.780298,-2.446128,-2.982052,5856.6786,4.903843,1.276135,1.92198,5.287598,-1.201261,-1.683267,-2.077084,1302.2971,2.096401,0.338843,0.576355,1.68725,-0.32743,-0.560862,-0.91427,1594.3359,2.212307,0.40599,0.645183,1.447306,-0.38017,-0.589461,-1.03601,8413.3095,6.533237,1.976844,2.882666,5.537883,-2.005024,-3.251018,-3.905837,7221.0477,6.202066,1.724859,2.510747,4.568254,-1.689853,-2.594792,-3.200418
168,1,8402.0703,1.420904,2.11302,2.779846,3.582835,-1.688675,-2.176304,-3.373686,7325.8653,1.344391,1.86689,2.457503,3.636853,-1.481178,-1.877901,-3.01887,12413.3994,6.540443,3.510652,5.054951,5.627851,-2.612243,-3.640046,-4.452919,11343.3823,6.369977,3.178452,4.675377,4.979769,-2.423048,-3.503072,-3.959178,1701.3617,2.528185,0.568238,0.98878,1.358088,-0.432642,-0.685862,-1.168533,1904.7984,2.618343,0.65611,1.171688,1.530703,-0.494547,-0.830178,-1.14863,11186.2147,7.886982,3.739158,5.802242,6.242759,-2.798587,-4.309055,-4.680073,11104.6734,8.18664,3.696595,6.053254,6.472936,-2.862198,-4.681847,-5.344022,7611.3261,1.442853,1.91108,2.442976,3.267912,-1.509567,-1.925545,-2.859095,6214.1367,1.353228,1.507918,1.941463,2.850811,-1.197394,-1.505758,-2.588532,13696.9024,6.71754,3.933347,5.701062,6.204084,-2.901714,-4.085939,-4.71305,8595.6252,6.545716,2.499197,3.789836,4.184578,-1.90738,-2.66519,-3.212133,1874.2112,2.585232,0.658626,1.211818,1.676545,-0.4905,-0.852957,-1.273022,2258.987,2.708487,0.761907,1.321218,1.839648,-0.562906,-0.887171,-1.290527,12295.7352,8.817732,4.173757,6.728658,7.263795,-3.199593,-5.387717,-6.010638,10458.0679,8.23013,3.500126,5.602148,5.963035,-2.6285,-4.210478,-4.713647
169,1,6147.6445,1.287082,1.309475,1.76369,3.267232,-1.135878,-1.541321,-2.513292,4543.168,1.166722,1.132782,1.544118,9.4477,-1.003302,-1.34547,-2.809995,7049.9104,4.452284,1.564039,2.110909,2.527483,-1.371031,-1.884372,-2.529823,6734.2861,4.334268,1.465887,2.031253,2.707904,-1.297888,-1.806394,-2.831593,1028.3683,1.981663,0.290864,0.52781,2.029378,-0.252098,-0.512741,-0.837437,1216.3566,2.05378,0.339043,0.545152,0.923358,-0.292954,-0.48103,-1.222906,6765.3842,5.32124,1.714374,2.553222,3.521288,-1.555017,-2.36077,-2.923694,7158.4522,5.284329,1.787027,2.660039,3.11576,-1.627872,-2.405417,-3.051572,4827.1836,1.267154,1.097033,1.391365,5.83006,-0.9747,-1.269671,-3.162072,4775.002,1.23437,0.943738,1.213665,2.117252,-0.782889,-1.058538,-2.898983,8094.5923,4.545841,1.788042,2.386741,2.830584,-1.542132,-2.091163,-2.602683,4885.9606,4.509718,1.146767,1.648543,2.233402,-1.026721,-1.431928,-1.894032,1216.769,2.017063,0.348546,0.599498,1.046353,-0.293564,-0.555955,-1.014128,1381.6541,2.111854,0.396719,0.653313,2.641251,-0.33333,-0.551372,-1.191423,7714.0261,5.692625,1.920468,2.84135,3.305117,-1.754894,-2.699717,-3.234724,6209.9881,5.561583,1.589754,2.431748,2.8354,-1.443926,-2.258043,-3.129247
